instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_group,temp_group2
8451,2011-12-23,1,0,12,18,0,5,1,1,0.36,0.3333,0.5,0.2537,4,91,95,Sejuk,Sejuk
8452,2011-12-23,1,0,12,19,0,5,1,1,0.34,0.3333,0.53,0.194,1,75,76,Dingin,Dingin
8453,2011-12-23,1,0,12,20,0,5,1,1,0.32,0.303,0.61,0.3284,3,47,50,Dingin,Dingin
8454,2011-12-23,1,0,12,21,0,5,1,1,0.32,0.303,0.61,0.2239,0,32,32,Dingin,Dingin
8455,2011-12-23,1,0,12,22,0,5,1,1,0.32,0.3182,0.66,0.194,4,43,47,Dingin,Dingin
8456,2011-12-23,1,0,12,23,0,5,1,1,0.32,0.3333,0.66,0.1343,4,21,25,Dingin,Dingin
8457,2011-12-24,1,0,12,0,0,6,0,2,0.32,0.3182,0.7,0.1642,3,20,23,Dingin,Dingin
8458,2011-12-24,1,0,12,1,0,6,0,2,0.32,0.3485,0.66,0.0,1,15,16,Dingin,Dingin
8459,2011-12-24,1,0,12,2,0,6,0,2,0.32,0.3333,0.66,0.0896,4,22,26,Dingin,Dingin
8460,2011-12-24,1,0,12,3,0,6,0,2,0.32,0.3333,0.7,0.0896,0,5,5,Dingin,Dingin
8461,2011-12-24,1,0,12,4,0,6,0,2,0.32,0.3182,0.66,0.1642,0,3,3,Dingin,Dingin
8462,2011-12-24,1,0,12,5,0,6,0,2,0.32,0.3182,0.66,0.1642,1,3,4,Dingin,Dingin
8463,2011-12-24,1,0,12,6,0,6,0,2,0.3,0.303,0.75,0.1642,0,10,10,Dingin,Dingin
8464,2011-12-24,1,0,12,7,0,6,0,1,0.3,0.2727,0.7,0.3582,0,10,10,Dingin,Dingin
8465,2011-12-24,1,0,12,8,0,6,0,1,0.28,0.2727,0.7,0.194,0,27,27,Dingin,Dingin
8466,2011-12-24,1,0,12,9,0,6,0,1,0.3,0.2727,0.45,0.4179,3,53,56,Dingin,Dingin
8467,2011-12-24,1,0,12,10,0,6,0,1,0.3,0.2576,0.42,0.4925,4,52,56,Dingin,Dingin
8468,2011-12-24,1,0,12,11,0,6,0,1,0.32,0.2879,0.39,0.3582,9,62,71,Dingin,Dingin
8469,2011-12-24,1,0,12,12,0,6,0,1,0.34,0.3182,0.39,0.2836,15,79,94,Dingin,Dingin
8470,2011-12-24,1,0,12,13,0,6,0,1,0.34,0.303,0.39,0.2985,24,97,121,Dingin,Dingin
8471,2011-12-24,1,0,12,14,0,6,0,1,0.34,0.303,0.39,0.2985,15,70,85,Dingin,Dingin
8472,2011-12-24,1,0,12,15,0,6,0,1,0.32,0.303,0.39,0.2239,15,82,97,Dingin,Dingin
8473,2011-12-24,1,0,12,16,0,6,0,1,0.32,0.3182,0.42,0.194,25,74,99,Dingin,Dingin
8474,2011-12-24,1,0,12,17,0,6,0,1,0.28,0.2879,0.45,0.1343,15,53,68,Dingin,Dingin
8475,2011-12-24,1,0,12,18,0,6,0,1,0.3,0.3182,0.42,0.0896,2,33,35,Dingin,Dingin
8476,2011-12-24,1,0,12,19,0,6,0,1,0.3,0.3182,0.52,0.0896,1,24,25,Dingin,Dingin
8477,2011-12-24,1,0,12,20,0,6,0,1,0.26,0.2727,0.56,0.1343,5,19,24,Dingin,Dingin
8478,2011-12-24,1,0,12,21,0,6,0,1,0.26,0.2576,0.56,0.1642,4,15,19,Dingin,Dingin
8479,2011-12-24,1,0,12,22,0,6,0,1,0.24,0.2879,0.52,0.0,8,12,20,Dingin,Dingin
8480,2011-12-24,1,0,12,23,0,6,0,1,0.24,0.2576,0.56,0.0,1,16,17,Dingin,Dingin
8481,2011-12-25,1,0,12,0,0,0,0,1,0.24,0.2273,0.6,0.194,2,4,6,Dingin,Dingin
8482,2011-12-25,1,0,12,1,0,0,0,1,0.22,0.2273,0.69,0.1343,2,2,4,Dingin,Dingin
8483,2011-12-25,1,0,12,2,0,0,0,1,0.22,0.2576,0.75,0.0896,0,2,2,Dingin,Dingin
8484,2011-12-25,1,0,12,3,0,0,0,1,0.22,0.2727,0.72,0.0,1,3,4,Dingin,Dingin
8485,2011-12-25,1,0,12,5,0,0,0,1,0.2,0.2273,0.75,0.1045,0,1,1,Dingin,Dingin
8486,2011-12-25,1,0,12,6,0,0,0,1,0.2,0.2273,0.75,0.1045,0,1,1,Dingin,Dingin
8487,2011-12-25,1,0,12,7,0,0,0,1,0.22,0.2424,0.8,0.1045,0,4,4,Dingin,Dingin
8488,2011-12-25,1,0,12,8,0,0,0,1,0.2,0.2121,0.8,0.1642,1,4,5,Dingin,Dingin
8489,2011-12-25,1,0,12,9,0,0,0,1,0.24,0.2424,0.87,0.1642,3,20,23,Dingin,Dingin
8490,2011-12-25,1,0,12,10,0,0,0,1,0.26,0.2424,0.81,0.2537,31,12,43,Dingin,Dingin
8491,2011-12-25,1,0,12,11,0,0,0,1,0.3,0.303,0.7,0.1642,43,42,85,Dingin,Dingin
8492,2011-12-25,1,0,12,12,0,0,0,1,0.3,0.2727,0.75,0.2985,25,41,66,Dingin,Dingin
8493,2011-12-25,1,0,12,13,0,0,0,1,0.32,0.303,0.7,0.2537,40,39,79,Dingin,Dingin
8494,2011-12-25,1,0,12,14,0,0,0,1,0.34,0.3182,0.61,0.2537,41,45,86,Dingin,Dingin
8495,2011-12-25,1,0,12,15,0,0,0,1,0.34,0.3333,0.61,0.194,43,48,91,Dingin,Dingin
8496,2011-12-25,1,0,12,16,0,0,0,1,0.36,0.3636,0.57,0.1045,35,51,86,Sejuk,Sejuk
8497,2011-12-25,1,0,12,17,0,0,0,1,0.34,0.3333,0.61,0.1343,11,33,44,Dingin,Dingin
8498,2011-12-25,1,0,12,18,0,0,0,1,0.32,0.3182,0.7,0.194,7,23,30,Dingin,Dingin
8499,2011-12-25,1,0,12,19,0,0,0,1,0.32,0.3333,0.57,0.1343,2,14,16,Dingin,Dingin
8500,2011-12-25,1,0,12,20,0,0,0,1,0.32,0.3333,0.49,0.0896,8,18,26,Dingin,Dingin
8501,2011-12-25,1,0,12,21,0,0,0,1,0.3,0.303,0.56,0.1343,4,15,19,Dingin,Dingin
8502,2011-12-25,1,0,12,22,0,0,0,1,0.28,0.2727,0.61,0.1642,2,15,17,Dingin,Dingin
8503,2011-12-25,1,0,12,23,0,0,0,1,0.26,0.2727,0.65,0.1343,2,14,16,Dingin,Dingin
8504,2011-12-26,1,0,12,0,1,1,0,1,0.22,0.2273,0.75,0.1642,5,6,11,Dingin,Dingin
8505,2011-12-26,1,0,12,1,1,1,0,1,0.28,0.2727,0.56,0.194,3,7,10,Dingin,Dingin
8506,2011-12-26,1,0,12,2,1,1,0,1,0.34,0.3182,0.46,0.2239,2,5,7,Dingin,Dingin
8507,2011-12-26,1,0,12,4,1,1,0,1,0.34,0.303,0.46,0.2985,0,2,2,Dingin,Dingin
8508,2011-12-26,1,0,12,5,1,1,0,1,0.34,0.303,0.42,0.3881,0,4,4,Dingin,Dingin
8509,2011-12-26,1,0,12,6,1,1,0,1,0.32,0.303,0.45,0.2836,0,4,4,Dingin,Dingin
8510,2011-12-26,1,0,12,7,1,1,0,1,0.32,0.3182,0.45,0.194,2,17,19,Dingin,Dingin
8511,2011-12-26,1,0,12,8,1,1,0,1,0.32,0.3333,0.45,0.1343,5,13,18,Dingin,Dingin
8512,2011-12-26,1,0,12,9,1,1,0,1,0.34,0.303,0.46,0.2985,24,38,62,Dingin,Dingin
8513,2011-12-26,1,0,12,10,1,1,0,1,0.34,0.2879,0.42,0.5224,31,39,70,Dingin,Dingin
8514,2011-12-26,1,0,12,11,1,1,0,1,0.34,0.2879,0.46,0.5821,40,51,91,Dingin,Dingin
8515,2011-12-26,1,0,12,12,1,1,0,1,0.36,0.3182,0.43,0.4627,34,66,100,Sejuk,Sejuk
8516,2011-12-26,1,0,12,13,1,1,0,1,0.38,0.3939,0.4,0.2985,57,83,140,Sejuk,Sejuk
8517,2011-12-26,1,0,12,14,1,1,0,1,0.38,0.3939,0.4,0.3284,73,80,153,Sejuk,Sejuk
8518,2011-12-26,1,0,12,15,1,1,0,1,0.38,0.3939,0.4,0.2537,26,105,131,Sejuk,Sejuk
8519,2011-12-26,1,0,12,16,1,1,0,1,0.36,0.3333,0.43,0.2836,28,69,97,Sejuk,Sejuk
8520,2011-12-26,1,0,12,17,1,1,0,1,0.34,0.3182,0.46,0.2239,30,67,97,Dingin,Dingin
8521,2011-12-26,1,0,12,18,1,1,0,1,0.32,0.3333,0.49,0.0896,21,54,75,Dingin,Dingin
8522,2011-12-26,1,0,12,19,1,1,0,1,0.3,0.3182,0.65,0.0896,16,49,65,Dingin,Dingin
8523,2011-12-26,1,0,12,20,1,1,0,1,0.3,0.3182,0.56,0.0896,14,42,56,Dingin,Dingin
8524,2011-12-26,1,0,12,21,1,1,0,1,0.26,0.303,0.7,0.0,10,39,49,Dingin,Dingin
8525,2011-12-26,1,0,12,22,1,1,0,1,0.26,0.303,0.7,0.0,5,22,27,Dingin,Dingin
8526,2011-12-26,1,0,12,23,1,1,0,1,0.26,0.2727,0.7,0.1045,4,25,29,Dingin,Dingin
8527,2011-12-27,1,0,12,0,0,2,1,1,0.26,0.2576,0.7,0.1642,3,9,12,Dingin,Dingin
8528,2011-12-27,1,0,12,1,0,2,1,1,0.26,0.2727,0.7,0.1343,0,6,6,Dingin,Dingin
8529,2011-12-27,1,0,12,2,0,2,1,1,0.26,0.2727,0.7,0.1343,2,2,4,Dingin,Dingin
8530,2011-12-27,1,0,12,3,0,2,1,2,0.3,0.2879,0.61,0.2239,0,3,3,Dingin,Dingin
8531,2011-12-27,1,0,12,4,0,2,1,2,0.3,0.2879,0.65,0.2239,0,3,3,Dingin,Dingin
8532,2011-12-27,1,0,12,5,0,2,1,2,0.3,0.2727,0.64,0.2836,0,8,8,Dingin,Dingin
8533,2011-12-27,1,0,12,6,0,2,1,2,0.3,0.2727,0.61,0.2985,0,35,35,Dingin,Dingin
8534,2011-12-27,1,0,12,7,0,2,1,2,0.3,0.2879,0.65,0.2836,1,79,80,Dingin,Dingin
8535,2011-12-27,1,0,12,8,0,2,1,2,0.3,0.303,0.65,0.1642,9,155,164,Dingin,Dingin
8536,2011-12-27,1,0,12,9,0,2,1,3,0.32,0.3333,0.66,0.1045,19,85,104,Dingin,Dingin
8537,2011-12-27,1,0,12,10,0,2,1,2,0.32,0.3333,0.66,0.0896,13,47,60,Dingin,Dingin
8538,2011-12-27,1,0,12,11,0,2,1,3,0.32,0.3333,0.66,0.1045,6,24,30,Dingin,Dingin
8539,2011-12-27,1,0,12,12,0,2,1,3,0.3,0.3182,0.81,0.0896,8,16,24,Dingin,Dingin
8540,2011-12-27,1,0,12,13,0,2,1,3,0.3,0.303,0.87,0.1343,1,19,20,Dingin,Dingin
8541,2011-12-27,1,0,12,14,0,2,1,3,0.42,0.4242,0.82,0.3881,0,14,14,Sejuk,Sejuk
8542,2011-12-27,1,0,12,15,0,2,1,3,0.42,0.4242,0.82,0.3881,2,17,19,Sejuk,Sejuk
8543,2011-12-27,1,0,12,16,0,2,1,3,0.44,0.4394,0.88,0.3284,2,44,46,Sejuk,Sejuk
8544,2011-12-27,1,0,12,17,0,2,1,3,0.4,0.4091,0.87,0.1343,6,109,115,Sejuk,Sejuk
8545,2011-12-27,1,0,12,18,0,2,1,1,0.38,0.3939,0.87,0.2836,9,126,135,Sejuk,Sejuk
8546,2011-12-27,1,0,12,19,0,2,1,1,0.34,0.3333,0.87,0.1642,3,87,90,Dingin,Dingin
8547,2011-12-27,1,0,12,20,0,2,1,1,0.32,0.3333,0.93,0.0896,3,66,69,Dingin,Dingin
8548,2011-12-27,1,0,12,21,0,2,1,1,0.32,0.3333,0.87,0.0896,11,52,63,Dingin,Dingin
8549,2011-12-27,1,0,12,22,0,2,1,1,0.32,0.3333,0.87,0.0896,3,29,32,Dingin,Dingin
8550,2011-12-27,1,0,12,23,0,2,1,1,0.3,0.303,0.93,0.1343,2,24,26,Dingin,Dingin
8551,2011-12-28,1,0,12,0,0,3,1,1,0.32,0.3182,0.87,0.1642,0,10,10,Dingin,Dingin
8552,2011-12-28,1,0,12,1,0,3,1,1,0.32,0.3182,0.76,0.1642,0,12,12,Dingin,Dingin
8553,2011-12-28,1,0,12,2,0,3,1,1,0.32,0.303,0.61,0.2537,0,7,7,Dingin,Dingin
8554,2011-12-28,1,0,12,3,0,3,1,1,0.32,0.303,0.61,0.2537,0,4,4,Dingin,Dingin
8555,2011-12-28,1,0,12,5,0,3,1,1,0.32,0.2879,0.57,0.3582,0,9,9,Dingin,Dingin
8556,2011-12-28,1,0,12,6,0,3,1,1,0.32,0.303,0.57,0.2537,1,42,43,Dingin,Dingin
8557,2011-12-28,1,0,12,7,0,3,1,1,0.32,0.303,0.57,0.2537,4,106,110,Dingin,Dingin
8558,2011-12-28,1,0,12,8,0,3,1,1,0.32,0.2879,0.57,0.3582,11,206,217,Dingin,Dingin
8559,2011-12-28,1,0,12,9,0,3,1,1,0.32,0.303,0.57,0.3284,18,171,189,Dingin,Dingin
8560,2011-12-28,1,0,12,10,0,3,1,1,0.34,0.3182,0.57,0.2239,12,84,96,Dingin,Dingin
8561,2011-12-28,1,0,12,11,0,3,1,1,0.36,0.3333,0.46,0.3582,18,93,111,Sejuk,Sejuk
8562,2011-12-28,1,0,12,12,0,3,1,1,0.34,0.2879,0.46,0.5522,32,108,140,Dingin,Dingin
8563,2011-12-28,1,0,12,13,0,3,1,1,0.34,0.2879,0.39,0.4627,24,135,159,Dingin,Dingin
8564,2011-12-28,1,0,12,14,0,3,1,1,0.32,0.2879,0.39,0.3881,24,96,120,Dingin,Dingin
8565,2011-12-28,1,0,12,15,0,3,1,1,0.32,0.2879,0.36,0.4179,16,101,117,Dingin,Dingin
8566,2011-12-28,1,0,12,16,0,3,1,1,0.3,0.2727,0.36,0.4179,23,144,167,Dingin,Dingin
8567,2011-12-28,1,0,12,17,0,3,1,1,0.28,0.2727,0.38,0.2537,25,225,250,Dingin,Dingin
8568,2011-12-28,1,0,12,18,0,3,1,1,0.26,0.2273,0.38,0.3284,10,159,169,Dingin,Dingin
8569,2011-12-28,1,0,12,19,0,3,1,1,0.24,0.2273,0.41,0.2537,16,135,151,Dingin,Dingin
8570,2011-12-28,1,0,12,20,0,3,1,1,0.24,0.2273,0.41,0.2239,9,70,79,Dingin,Dingin
8571,2011-12-28,1,0,12,21,0,3,1,1,0.22,0.2273,0.44,0.1343,7,63,70,Dingin,Dingin
8572,2011-12-28,1,0,12,22,0,3,1,1,0.22,0.2424,0.44,0.1045,2,31,33,Dingin,Dingin
8573,2011-12-28,1,0,12,23,0,3,1,1,0.22,0.2121,0.44,0.2537,3,36,39,Dingin,Dingin
8574,2011-12-29,1,0,12,0,0,4,1,2,0.22,0.2273,0.47,0.194,4,24,28,Dingin,Dingin
8575,2011-12-29,1,0,12,1,0,4,1,1,0.22,0.2121,0.47,0.2239,0,15,15,Dingin,Dingin
8576,2011-12-29,1,0,12,2,0,4,1,1,0.2,0.2273,0.51,0.1045,0,3,3,Dingin,Dingin
8577,2011-12-29,1,0,12,3,0,4,1,1,0.2,0.197,0.55,0.194,0,2,2,Dingin,Dingin
8578,2011-12-29,1,0,12,4,0,4,1,1,0.2,0.2121,0.55,0.1642,1,2,3,Dingin,Dingin
8579,2011-12-29,1,0,12,5,0,4,1,1,0.2,0.2273,0.55,0.1045,0,10,10,Dingin,Dingin
8580,2011-12-29,1,0,12,6,0,4,1,1,0.2,0.2576,0.59,0.0,2,39,41,Dingin,Dingin
8581,2011-12-29,1,0,12,7,0,4,1,1,0.18,0.2121,0.64,0.0896,2,104,106,Dingin,Dingin
8582,2011-12-29,1,0,12,8,0,4,1,2,0.2,0.2576,0.64,0.0,3,207,210,Dingin,Dingin
8583,2011-12-29,1,0,12,9,0,4,1,2,0.2,0.2121,0.64,0.1343,15,155,170,Dingin,Dingin
8584,2011-12-29,1,0,12,10,0,4,1,2,0.22,0.2273,0.64,0.1642,13,97,110,Dingin,Dingin
8585,2011-12-29,1,0,12,11,0,4,1,2,0.24,0.2576,0.6,0.0896,23,99,122,Dingin,Dingin
8586,2011-12-29,1,0,12,12,0,4,1,2,0.26,0.2727,0.56,0.1045,12,118,130,Dingin,Dingin
8587,2011-12-29,1,0,12,13,0,4,1,2,0.28,0.2879,0.52,0.1045,36,95,131,Dingin,Dingin
8588,2011-12-29,1,0,12,14,0,4,1,2,0.3,0.3333,0.52,0.0,30,112,142,Dingin,Dingin
8589,2011-12-29,1,0,12,15,0,4,1,2,0.3,0.3182,0.52,0.0896,27,150,177,Dingin,Dingin
8590,2011-12-29,1,0,12,16,0,4,1,1,0.3,0.303,0.52,0.1642,22,155,177,Dingin,Dingin
8591,2011-12-29,1,0,12,17,0,4,1,1,0.3,0.303,0.61,0.1642,14,226,240,Dingin,Dingin
8592,2011-12-29,1,0,12,18,0,4,1,1,0.3,0.303,0.56,0.1343,15,192,207,Dingin,Dingin
8593,2011-12-29,1,0,12,19,0,4,1,1,0.3,0.3182,0.56,0.1045,11,124,135,Dingin,Dingin
8594,2011-12-29,1,0,12,20,0,4,1,1,0.28,0.2879,0.65,0.1045,8,88,96,Dingin,Dingin
8595,2011-12-29,1,0,12,21,0,4,1,2,0.28,0.2879,0.61,0.1343,8,60,68,Dingin,Dingin
8596,2011-12-29,1,0,12,22,0,4,1,1,0.28,0.2879,0.65,0.1343,7,48,55,Dingin,Dingin
8597,2011-12-29,1,0,12,23,0,4,1,1,0.3,0.303,0.65,0.1642,1,44,45,Dingin,Dingin
8598,2011-12-30,1,0,12,0,0,5,1,1,0.28,0.2879,0.7,0.1343,4,26,30,Dingin,Dingin
8599,2011-12-30,1,0,12,1,0,5,1,1,0.26,0.2879,0.65,0.0896,9,11,20,Dingin,Dingin
8600,2011-12-30,1,0,12,2,0,5,1,1,0.24,0.2576,0.7,0.1045,2,10,12,Dingin,Dingin
8601,2011-12-30,1,0,12,3,0,5,1,1,0.24,0.2576,0.7,0.1045,0,6,6,Dingin,Dingin
8602,2011-12-30,1,0,12,4,0,5,1,1,0.24,0.2576,0.7,0.0896,0,2,2,Dingin,Dingin
8603,2011-12-30,1,0,12,5,0,5,1,1,0.22,0.2576,0.75,0.0896,0,10,10,Dingin,Dingin
8604,2011-12-30,1,0,12,6,0,5,1,1,0.24,0.2576,0.7,0.0896,1,31,32,Dingin,Dingin
8605,2011-12-30,1,0,12,7,0,5,1,1,0.24,0.2576,0.75,0.0896,3,92,95,Dingin,Dingin
8606,2011-12-30,1,0,12,8,0,5,1,2,0.24,0.2576,0.75,0.0896,12,193,205,Dingin,Dingin
8607,2011-12-30,1,0,12,9,0,5,1,1,0.26,0.303,0.75,0.0,19,175,194,Dingin,Dingin
8608,2011-12-30,1,0,12,10,0,5,1,1,0.3,0.2879,0.65,0.2537,10,108,118,Dingin,Dingin
8609,2011-12-30,1,0,12,11,0,5,1,1,0.32,0.3182,0.66,0.194,45,126,171,Dingin,Dingin
8610,2011-12-30,1,0,12,12,0,5,1,1,0.32,0.3333,0.57,0.1343,38,159,197,Dingin,Dingin
8611,2011-12-30,1,0,12,13,0,5,1,2,0.36,0.3485,0.53,0.1343,53,154,207,Sejuk,Sejuk
8612,2011-12-30,1,0,12,14,0,5,1,2,0.4,0.4091,0.47,0.0896,67,178,245,Sejuk,Sejuk
8613,2011-12-30,1,0,12,15,0,5,1,1,0.42,0.4242,0.44,0.0,56,236,292,Sejuk,Sejuk
8614,2011-12-30,1,0,12,16,0,5,1,1,0.42,0.4242,0.47,0.194,36,247,283,Sejuk,Sejuk
8615,2011-12-30,1,0,12,17,0,5,1,1,0.38,0.3939,0.54,0.1642,54,188,242,Sejuk,Sejuk
8616,2011-12-30,1,0,12,18,0,5,1,1,0.36,0.3485,0.62,0.1343,19,163,182,Sejuk,Sejuk
8617,2011-12-30,1,0,12,19,0,5,1,2,0.34,0.303,0.49,0.4179,16,96,112,Dingin,Dingin
8618,2011-12-30,1,0,12,20,0,5,1,2,0.34,0.3485,0.66,0.1045,16,75,91,Dingin,Dingin
8619,2011-12-30,1,0,12,21,0,5,1,2,0.36,0.3636,0.66,0.1045,11,84,95,Sejuk,Sejuk
8620,2011-12-30,1,0,12,22,0,5,1,2,0.34,0.3333,0.71,0.1642,7,78,85,Dingin,Dingin
8621,2011-12-30,1,0,12,23,0,5,1,2,0.36,0.3333,0.66,0.2537,13,60,73,Sejuk,Sejuk
8622,2011-12-31,1,0,12,0,0,6,0,2,0.38,0.3939,0.62,0.3284,7,37,44,Sejuk,Sejuk
8623,2011-12-31,1,0,12,1,0,6,0,2,0.4,0.4091,0.62,0.2836,4,31,35,Sejuk,Sejuk
8624,2011-12-31,1,0,12,2,0,6,0,2,0.4,0.4091,0.62,0.2836,1,27,28,Sejuk,Sejuk
8625,2011-12-31,1,0,12,3,0,6,0,2,0.4,0.4091,0.62,0.2836,1,17,18,Sejuk,Sejuk
8626,2011-12-31,1,0,12,4,0,6,0,1,0.38,0.3939,0.71,0.2239,1,9,10,Sejuk,Sejuk
8627,2011-12-31,1,0,12,5,0,6,0,2,0.36,0.3485,0.76,0.2239,1,0,1,Sejuk,Sejuk
8628,2011-12-31,1,0,12,6,0,6,0,2,0.4,0.4091,0.71,0.0896,1,5,6,Sejuk,Sejuk
8629,2011-12-31,1,0,12,7,0,6,0,3,0.38,0.3939,0.76,0.0,6,13,19,Sejuk,Sejuk
8630,2011-12-31,1,0,12,8,0,6,0,1,0.34,0.3333,0.81,0.1343,7,42,49,Dingin,Dingin
8631,2011-12-31,1,0,12,9,0,6,0,1,0.38,0.3939,0.76,0.0,18,72,90,Sejuk,Sejuk
8632,2011-12-31,1,0,12,10,0,6,0,1,0.4,0.4091,0.76,0.1642,20,108,128,Sejuk,Sejuk
8633,2011-12-31,1,0,12,11,0,6,0,1,0.42,0.4242,0.71,0.1642,65,152,217,Sejuk,Sejuk
8634,2011-12-31,1,0,12,12,0,6,0,1,0.52,0.5,0.39,0.2985,93,180,273,Hangat,Hangat
8635,2011-12-31,1,0,12,13,0,6,0,1,0.5,0.4848,0.42,0.4925,108,205,313,Sejuk,Sejuk
8636,2011-12-31,1,0,12,14,0,6,0,1,0.46,0.4545,0.51,0.3284,115,185,300,Sejuk,Sejuk
8637,2011-12-31,1,0,12,15,0,6,0,1,0.46,0.4545,0.47,0.4925,89,164,253,Sejuk,Sejuk
8638,2011-12-31,1,0,12,16,0,6,0,1,0.44,0.4394,0.51,0.3881,52,143,195,Sejuk,Sejuk
8639,2011-12-31,1,0,12,17,0,6,0,1,0.42,0.4242,0.54,0.194,28,101,129,Sejuk,Sejuk
8640,2011-12-31,1,0,12,18,0,6,0,1,0.42,0.4242,0.54,0.1343,13,80,93,Sejuk,Sejuk
8641,2011-12-31,1,0,12,19,0,6,0,1,0.42,0.4242,0.54,0.2239,19,73,92,Sejuk,Sejuk
8642,2011-12-31,1,0,12,20,0,6,0,1,0.42,0.4242,0.54,0.2239,8,63,71,Sejuk,Sejuk
8643,2011-12-31,1,0,12,21,0,6,0,1,0.4,0.4091,0.58,0.194,2,50,52,Sejuk,Sejuk
8644,2011-12-31,1,0,12,22,0,6,0,1,0.38,0.3939,0.62,0.1343,2,36,38,Sejuk,Sejuk
8645,2011-12-31,1,0,12,23,0,6,0,1,0.36,0.3788,0.66,0.0,4,27,31,Sejuk,Sejuk
8646,2012-01-01,1,1,1,0,0,0,0,1,0.36,0.3788,0.66,0.0,5,43,48,Sejuk,Sejuk
8647,2012-01-01,1,1,1,1,0,0,0,1,0.36,0.3485,0.66,0.1343,15,78,93,Sejuk,Sejuk
8648,2012-01-01,1,1,1,2,0,0,0,1,0.32,0.3485,0.76,0.0,16,59,75,Dingin,Dingin
8649,2012-01-01,1,1,1,3,0,0,0,1,0.3,0.3333,0.81,0.0,11,41,52,Dingin,Dingin
8650,2012-01-01,1,1,1,4,0,0,0,1,0.28,0.303,0.81,0.0896,0,8,8,Dingin,Dingin
8651,2012-01-01,1,1,1,5,0,0,0,1,0.28,0.2879,0.81,0.1045,0,5,5,Dingin,Dingin
8652,2012-01-01,1,1,1,6,0,0,0,1,0.26,0.2727,0.93,0.1343,1,1,2,Dingin,Dingin
8653,2012-01-01,1,1,1,7,0,0,0,1,0.26,0.2576,0.93,0.1642,1,6,7,Dingin,Dingin
8654,2012-01-01,1,1,1,8,0,0,0,1,0.26,0.2727,0.87,0.1045,4,10,14,Dingin,Dingin
8655,2012-01-01,1,1,1,9,0,0,0,1,0.26,0.2727,0.93,0.1045,13,27,40,Dingin,Dingin
8656,2012-01-01,1,1,1,10,0,0,0,1,0.3,0.3182,0.81,0.1045,18,52,70,Dingin,Dingin
8657,2012-01-01,1,1,1,11,0,0,0,1,0.34,0.3333,0.76,0.1343,40,98,138,Dingin,Dingin
8658,2012-01-01,1,1,1,12,0,0,0,1,0.4,0.4091,0.62,0.2836,58,143,201,Sejuk,Sejuk
8659,2012-01-01,1,1,1,13,0,0,0,1,0.42,0.4242,0.58,0.2836,82,141,223,Sejuk,Sejuk
8660,2012-01-01,1,1,1,14,0,0,0,1,0.44,0.4394,0.54,0.2985,120,147,267,Sejuk,Sejuk
8661,2012-01-01,1,1,1,15,0,0,0,1,0.46,0.4545,0.51,0.2985,101,164,265,Sejuk,Sejuk
8662,2012-01-01,1,1,1,16,0,0,0,2,0.44,0.4394,0.54,0.2985,68,147,215,Sejuk,Sejuk
8663,2012-01-01,1,1,1,17,0,0,0,2,0.48,0.4697,0.48,0.1642,36,75,111,Sejuk,Sejuk
8664,2012-01-01,1,1,1,18,0,0,0,3,0.46,0.4545,0.59,0.2537,25,81,106,Sejuk,Sejuk
8665,2012-01-01,1,1,1,19,0,0,0,3,0.42,0.4242,0.67,0.3881,20,85,105,Sejuk,Sejuk
8666,2012-01-01,1,1,1,20,0,0,0,2,0.44,0.4394,0.62,0.2985,25,58,83,Sejuk,Sejuk
8667,2012-01-01,1,1,1,21,0,0,0,2,0.44,0.4394,0.67,0.2537,10,61,71,Sejuk,Sejuk
8668,2012-01-01,1,1,1,22,0,0,0,1,0.46,0.4545,0.55,0.4179,13,53,66,Sejuk,Sejuk
8669,2012-01-01,1,1,1,23,0,0,0,1,0.44,0.4394,0.51,0.2985,4,25,29,Sejuk,Sejuk
8670,2012-01-02,1,1,1,0,1,1,0,1,0.4,0.4091,0.4,0.4627,8,31,39,Sejuk,Sejuk
8671,2012-01-02,1,1,1,1,1,1,0,1,0.36,0.3333,0.43,0.4179,1,11,12,Sejuk,Sejuk
8672,2012-01-02,1,1,1,2,1,1,0,1,0.36,0.3182,0.34,0.4478,1,6,7,Sejuk,Sejuk
8673,2012-01-02,1,1,1,4,1,1,0,1,0.28,0.2576,0.45,0.3284,0,4,4,Dingin,Dingin
8674,2012-01-02,1,1,1,5,1,1,0,1,0.28,0.2576,0.45,0.3284,1,3,4,Dingin,Dingin
8675,2012-01-02,1,1,1,6,1,1,0,1,0.26,0.2273,0.41,0.3881,0,14,14,Dingin,Dingin
8676,2012-01-02,1,1,1,7,1,1,0,1,0.24,0.2121,0.32,0.3881,0,16,16,Dingin,Dingin
8677,2012-01-02,1,1,1,8,1,1,0,1,0.24,0.2273,0.35,0.2537,2,51,53,Dingin,Dingin
8678,2012-01-02,1,1,1,9,1,1,0,1,0.24,0.2576,0.35,0.0,15,53,68,Dingin,Dingin
8679,2012-01-02,1,1,1,10,1,1,0,1,0.26,0.2424,0.35,0.2836,20,89,109,Dingin,Dingin
8680,2012-01-02,1,1,1,11,1,1,0,1,0.26,0.2121,0.35,0.4925,33,142,175,Dingin,Dingin
8681,2012-01-02,1,1,1,12,1,1,0,1,0.28,0.2727,0.36,0.2537,41,161,202,Dingin,Dingin
