instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_group,hr,temp_group2
8284,2011-12-16,4,0,12,0,5,1,2,0.32,0.303,0.45,0.2239,11,203,214,Dingin,19,Dingin
8285,2011-12-16,4,0,12,0,5,1,2,0.32,0.3182,0.45,0.194,6,146,152,Dingin,20,Dingin
8286,2011-12-16,4,0,12,0,5,1,2,0.32,0.3182,0.45,0.1642,7,95,102,Dingin,21,Dingin
8287,2011-12-16,4,0,12,0,5,1,2,0.3,0.303,0.49,0.1642,6,100,106,Dingin,22,Dingin
8288,2011-12-16,4,0,12,0,5,1,2,0.3,0.303,0.49,0.1343,4,71,75,Dingin,23,Dingin
8289,2011-12-17,4,0,12,0,6,0,1,0.3,0.2879,0.49,0.2836,3,59,62,Dingin,0,Dingin
8290,2011-12-17,4,0,12,0,6,0,2,0.3,0.2879,0.52,0.2537,4,39,43,Dingin,1,Dingin
8291,2011-12-17,4,0,12,0,6,0,2,0.28,0.2727,0.56,0.2239,11,47,58,Dingin,2,Dingin
8292,2011-12-17,4,0,12,0,6,0,1,0.26,0.2576,0.6,0.194,4,22,26,Dingin,3,Dingin
8293,2011-12-17,4,0,12,0,6,0,1,0.24,0.2424,0.65,0.1642,0,9,9,Dingin,4,Dingin
8294,2011-12-17,4,0,12,0,6,0,2,0.26,0.2576,0.6,0.194,2,7,9,Dingin,5,Dingin
8295,2011-12-17,4,0,12,0,6,0,2,0.26,0.2424,0.56,0.2836,0,17,17,Dingin,6,Dingin
8296,2011-12-17,4,0,12,0,6,0,2,0.26,0.2576,0.56,0.2239,0,20,20,Dingin,7,Dingin
8297,2011-12-17,4,0,12,0,6,0,2,0.26,0.2576,0.56,0.2239,4,55,59,Dingin,8,Dingin
8298,2011-12-17,4,0,12,0,6,0,2,0.26,0.2424,0.56,0.2537,5,95,100,Dingin,9,Dingin
8299,2011-12-17,4,0,12,0,6,0,2,0.26,0.2424,0.52,0.2836,10,171,181,Dingin,10,Dingin
8300,2011-12-17,4,0,12,0,6,0,2,0.28,0.2576,0.45,0.3284,21,188,209,Dingin,11,Dingin
8301,2011-12-17,4,0,12,0,6,0,2,0.28,0.2576,0.45,0.2836,28,216,244,Dingin,12,Dingin
8302,2011-12-17,4,0,12,0,6,0,2,0.28,0.2727,0.48,0.2537,32,204,236,Dingin,13,Dingin
8303,2011-12-17,4,0,12,0,6,0,1,0.28,0.2576,0.45,0.3582,30,207,237,Dingin,14,Dingin
8304,2011-12-17,4,0,12,0,6,0,1,0.28,0.2576,0.45,0.2836,33,195,228,Dingin,15,Dingin
8305,2011-12-17,4,0,12,0,6,0,1,0.28,0.2727,0.45,0.2239,30,192,222,Dingin,16,Dingin
8306,2011-12-17,4,0,12,0,6,0,1,0.26,0.2576,0.48,0.2239,12,153,165,Dingin,17,Dingin
8307,2011-12-17,4,0,12,0,6,0,1,0.26,0.2273,0.48,0.3881,7,150,157,Dingin,18,Dingin
8308,2011-12-17,4,0,12,0,6,0,3,0.24,0.2121,0.65,0.3284,11,95,106,Dingin,19,Dingin
8309,2011-12-17,4,0,12,0,6,0,1,0.22,0.2121,0.69,0.2537,7,99,106,Dingin,20,Dingin
8310,2011-12-17,4,0,12,0,6,0,1,0.2,0.2121,0.75,0.1642,8,88,96,Dingin,21,Dingin
8311,2011-12-17,4,0,12,0,6,0,1,0.2,0.2121,0.75,0.1642,7,73,80,Dingin,22,Dingin
8312,2011-12-17,4,0,12,0,6,0,1,0.2,0.2273,0.75,0.0,6,63,69,Dingin,23,Dingin
8313,2011-12-18,4,0,12,0,0,0,1,0.2,0.2121,0.75,0.1343,7,64,71,Dingin,0,Dingin
8314,2011-12-18,4,0,12,0,0,0,1,0.2,0.2273,0.69,0.1045,3,43,46,Dingin,1,Dingin
8315,2011-12-18,4,0,12,0,0,0,1,0.22,0.2424,0.55,0.1045,2,39,41,Dingin,2,Dingin
8316,2011-12-18,4,0,12,0,0,0,1,0.22,0.2121,0.55,0.2239,2,16,18,Dingin,3,Dingin
8317,2011-12-18,4,0,12,0,0,0,1,0.22,0.2121,0.55,0.2239,0,1,1,Dingin,4,Dingin
8318,2011-12-18,4,0,12,0,0,0,1,0.2,0.2273,0.59,0.1045,1,4,5,Dingin,5,Dingin
8319,2011-12-18,4,0,12,0,0,0,1,0.2,0.2121,0.59,0.1343,0,3,3,Dingin,6,Dingin
8320,2011-12-18,4,0,12,0,0,0,1,0.2,0.2121,0.59,0.1642,1,11,12,Dingin,7,Dingin
8321,2011-12-18,4,0,12,0,0,0,1,0.2,0.2576,0.69,0.0,1,31,32,Dingin,8,Dingin
8322,2011-12-18,4,0,12,0,0,0,1,0.22,0.2273,0.64,0.1642,6,75,81,Dingin,9,Dingin
8323,2011-12-18,4,0,12,0,0,0,1,0.24,0.2273,0.6,0.2537,7,122,129,Dingin,10,Dingin
8324,2011-12-18,4,0,12,0,0,0,2,0.24,0.2273,0.6,0.2239,20,168,188,Dingin,11,Dingin
8325,2011-12-18,4,0,12,0,0,0,1,0.26,0.2576,0.6,0.2239,26,202,228,Dingin,12,Dingin
8326,2011-12-18,4,0,12,0,0,0,1,0.3,0.2727,0.49,0.2985,18,210,228,Dingin,13,Dingin
8327,2011-12-18,4,0,12,0,0,0,1,0.3,0.2879,0.49,0.2836,19,200,219,Dingin,14,Dingin
8328,2011-12-18,4,0,12,0,0,0,1,0.32,0.303,0.45,0.2836,23,184,207,Dingin,15,Dingin
8329,2011-12-18,4,0,12,0,0,0,1,0.28,0.2727,0.48,0.2537,27,207,234,Dingin,16,Dingin
8330,2011-12-18,4,0,12,0,0,0,1,0.28,0.2727,0.46,0.1642,10,126,136,Dingin,17,Dingin
8331,2011-12-18,4,0,12,0,0,0,1,0.28,0.2727,0.45,0.194,15,123,138,Dingin,18,Dingin
8332,2011-12-18,4,0,12,0,0,0,1,0.26,0.2727,0.52,0.1343,5,130,135,Dingin,19,Dingin
8333,2011-12-18,4,0,12,0,0,0,1,0.24,0.2576,0.6,0.1045,10,94,104,Dingin,20,Dingin
8334,2011-12-18,4,0,12,0,0,0,1,0.22,0.2727,0.64,0.0,9,80,89,Dingin,21,Dingin
8335,2011-12-18,4,0,12,0,0,0,1,0.22,0.2273,0.75,0.194,2,47,49,Dingin,22,Dingin
8336,2011-12-18,4,0,12,0,0,0,1,0.2,0.2273,0.75,0.1045,6,31,37,Dingin,23,Dingin
8337,2011-12-19,4,0,12,0,1,1,1,0.2,0.2273,0.75,0.0896,3,14,17,Dingin,0,Dingin
8338,2011-12-19,4,0,12,0,1,1,1,0.18,0.2121,0.8,0.0896,3,8,11,Dingin,1,Dingin
8339,2011-12-19,4,0,12,0,1,1,1,0.18,0.2121,0.8,0.0896,0,3,3,Dingin,2,Dingin
8340,2011-12-19,4,0,12,0,1,1,1,0.16,0.197,0.86,0.0896,0,3,3,Dingin,3,Dingin
8341,2011-12-19,4,0,12,0,1,1,1,0.16,0.1818,0.86,0.1343,0,4,4,Dingin,4,Dingin
8342,2011-12-19,4,0,12,0,1,1,1,0.14,0.1667,0.93,0.1045,0,21,21,Dingin,5,Dingin
8343,2011-12-19,4,0,12,0,1,1,1,0.16,0.1818,0.86,0.1045,0,68,68,Dingin,6,Dingin
8344,2011-12-19,4,0,12,0,1,1,1,0.18,0.2121,0.74,0.1045,4,187,191,Dingin,7,Dingin
8345,2011-12-19,4,0,12,0,1,1,1,0.2,0.197,0.75,0.194,8,389,397,Dingin,8,Dingin
8346,2011-12-19,4,0,12,0,1,1,1,0.22,0.2121,0.69,0.2239,17,166,183,Dingin,9,Dingin
8347,2011-12-19,4,0,12,0,1,1,1,0.24,0.2273,0.67,0.194,12,96,108,Dingin,10,Dingin
8348,2011-12-19,4,0,12,0,1,1,1,0.26,0.2424,0.65,0.2537,22,105,127,Dingin,11,Dingin
8349,2011-12-19,4,0,12,0,1,1,1,0.3,0.2727,0.61,0.3284,13,128,141,Dingin,12,Dingin
8350,2011-12-19,4,0,12,0,1,1,1,0.34,0.303,0.49,0.3284,15,127,142,Dingin,13,Dingin
8351,2011-12-19,4,0,12,0,1,1,1,0.36,0.3485,0.46,0.2239,30,107,137,Sejuk,14,Sejuk
8352,2011-12-19,4,0,12,0,1,1,1,0.38,0.3939,0.46,0.1642,24,135,159,Sejuk,15,Sejuk
8353,2011-12-19,4,0,12,0,1,1,1,0.4,0.4091,0.4,0.2537,19,189,208,Sejuk,16,Sejuk
8354,2011-12-19,4,0,12,0,1,1,1,0.38,0.3939,0.46,0.194,16,362,378,Sejuk,17,Sejuk
8355,2011-12-19,4,0,12,0,1,1,1,0.36,0.3485,0.5,0.194,11,343,354,Sejuk,18,Sejuk
8356,2011-12-19,4,0,12,0,1,1,2,0.36,0.3485,0.53,0.1642,17,234,251,Sejuk,19,Sejuk
8357,2011-12-19,4,0,12,0,1,1,1,0.4,0.4091,0.4,0.1642,9,197,206,Sejuk,20,Sejuk
8358,2011-12-19,4,0,12,0,1,1,2,0.36,0.3485,0.53,0.1343,15,112,127,Sejuk,21,Sejuk
8359,2011-12-19,4,0,12,0,1,1,2,0.36,0.3485,0.57,0.1642,12,95,107,Sejuk,22,Sejuk
8360,2011-12-19,4,0,12,0,1,1,1,0.36,0.3485,0.53,0.1642,10,50,60,Sejuk,23,Sejuk
8361,2011-12-20,4,0,12,0,2,1,1,0.36,0.3636,0.57,0.1045,0,21,21,Sejuk,0,Sejuk
8362,2011-12-20,4,0,12,0,2,1,1,0.36,0.3788,0.53,0.0,0,6,6,Sejuk,1,Sejuk
8363,2011-12-20,4,0,12,0,2,1,2,0.34,0.3636,0.61,0.0,1,10,11,Dingin,2,Dingin
8364,2011-12-20,4,0,12,0,2,1,2,0.34,0.3636,0.61,0.0,1,1,2,Dingin,3,Dingin
8365,2011-12-20,4,0,12,0,2,1,2,0.36,0.3636,0.53,0.1045,0,4,4,Sejuk,4,Sejuk
8366,2011-12-20,4,0,12,0,2,1,2,0.36,0.3788,0.57,0.0,0,15,15,Sejuk,5,Sejuk
8367,2011-12-20,4,0,12,0,2,1,2,0.36,0.3788,0.57,0.0,1,71,72,Sejuk,6,Sejuk
8368,2011-12-20,4,0,12,0,2,1,2,0.36,0.3788,0.62,0.0,7,261,268,Sejuk,7,Sejuk
8369,2011-12-20,4,0,12,0,2,1,2,0.42,0.4242,0.54,0.0896,10,422,432,Sejuk,8,Sejuk
8370,2011-12-20,4,0,12,0,2,1,2,0.36,0.3788,0.66,0.0,14,245,259,Sejuk,9,Sejuk
8371,2011-12-20,4,0,12,0,2,1,2,0.42,0.4242,0.58,0.194,20,109,129,Sejuk,10,Sejuk
8372,2011-12-20,4,0,12,0,2,1,2,0.4,0.4091,0.62,0.1642,13,116,129,Sejuk,11,Sejuk
8373,2011-12-20,4,0,12,0,2,1,2,0.44,0.4394,0.54,0.1343,16,159,175,Sejuk,12,Sejuk
8374,2011-12-20,4,0,12,0,2,1,2,0.44,0.4394,0.54,0.1343,18,163,181,Sejuk,13,Sejuk
8375,2011-12-20,4,0,12,0,2,1,2,0.44,0.4394,0.58,0.1045,11,127,138,Sejuk,14,Sejuk
8376,2011-12-20,4,0,12,0,2,1,2,0.44,0.4394,0.54,0.0,15,139,154,Sejuk,15,Sejuk
8377,2011-12-20,4,0,12,0,2,1,1,0.44,0.4394,0.54,0.0,20,218,238,Sejuk,16,Sejuk
8378,2011-12-20,4,0,12,0,2,1,1,0.4,0.4091,0.62,0.1642,14,417,431,Sejuk,17,Sejuk
8379,2011-12-20,4,0,12,0,2,1,1,0.38,0.3939,0.66,0.194,26,385,411,Sejuk,18,Sejuk
8380,2011-12-20,4,0,12,0,2,1,1,0.38,0.3939,0.66,0.0,6,218,224,Sejuk,19,Sejuk
8381,2011-12-20,4,0,12,0,2,1,1,0.36,0.3788,0.66,0.0,3,144,147,Sejuk,20,Sejuk
8382,2011-12-20,4,0,12,0,2,1,1,0.36,0.3636,0.66,0.0896,4,139,143,Sejuk,21,Sejuk
8383,2011-12-20,4,0,12,0,2,1,2,0.36,0.3788,0.66,0.0,3,104,107,Sejuk,22,Sejuk
8384,2011-12-20,4,0,12,0,2,1,2,0.38,0.3939,0.62,0.0,13,40,53,Sejuk,23,Sejuk
8385,2011-12-21,1,0,12,0,3,1,2,0.34,0.3333,0.71,0.1343,7,18,25,Dingin,0,Dingin
8386,2011-12-21,1,0,12,0,3,1,2,0.36,0.3636,0.66,0.1045,1,10,11,Sejuk,1,Sejuk
8387,2011-12-21,1,0,12,0,3,1,2,0.36,0.3788,0.71,0.0,0,4,4,Sejuk,2,Sejuk
8388,2011-12-21,1,0,12,0,3,1,2,0.36,0.3788,0.71,0.0,0,2,2,Sejuk,3,Sejuk
8389,2011-12-21,1,0,12,0,3,1,2,0.36,0.3788,0.71,0.0,0,2,2,Sejuk,4,Sejuk
8390,2011-12-21,1,0,12,0,3,1,2,0.38,0.3939,0.82,0.1045,0,28,28,Sejuk,5,Sejuk
8391,2011-12-21,1,0,12,0,3,1,2,0.36,0.3788,0.87,0.0,1,75,76,Sejuk,6,Sejuk
8392,2011-12-21,1,0,12,0,3,1,2,0.36,0.3636,0.87,0.1045,5,224,229,Sejuk,7,Sejuk
8393,2011-12-21,1,0,12,0,3,1,3,0.36,0.3788,0.93,0.0,12,393,405,Sejuk,8,Sejuk
8394,2011-12-21,1,0,12,0,3,1,2,0.4,0.4091,0.87,0.2239,14,220,234,Sejuk,9,Sejuk
8395,2011-12-21,1,0,12,0,3,1,2,0.48,0.4697,0.82,0.4179,6,83,89,Sejuk,10,Sejuk
8396,2011-12-21,1,0,12,0,3,1,2,0.48,0.4697,0.82,0.4179,3,53,56,Sejuk,11,Sejuk
8397,2011-12-21,1,0,12,0,3,1,3,0.46,0.4545,0.88,0.3881,3,58,61,Sejuk,12,Sejuk
8398,2011-12-21,1,0,12,0,3,1,3,0.44,0.4394,0.94,0.2985,3,55,58,Sejuk,13,Sejuk
8399,2011-12-21,1,0,12,0,3,1,2,0.48,0.4697,0.88,0.3582,11,40,51,Sejuk,14,Sejuk
8400,2011-12-21,1,0,12,0,3,1,2,0.48,0.4697,0.88,0.3881,4,57,61,Sejuk,15,Sejuk
8401,2011-12-21,1,0,12,0,3,1,3,0.44,0.4394,1.0,0.3284,6,95,101,Sejuk,16,Sejuk
8402,2011-12-21,1,0,12,0,3,1,3,0.44,0.4394,1.0,0.3284,3,226,229,Sejuk,17,Sejuk
8403,2011-12-21,1,0,12,0,3,1,2,0.44,0.4394,1.0,0.2985,2,278,280,Sejuk,18,Sejuk
8404,2011-12-21,1,0,12,0,3,1,2,0.5,0.4848,0.94,0.3284,9,200,209,Sejuk,19,Sejuk
8405,2011-12-21,1,0,12,0,3,1,2,0.5,0.4848,0.94,0.3582,5,162,167,Sejuk,20,Sejuk
8406,2011-12-21,1,0,12,0,3,1,1,0.5,0.4848,0.88,0.2836,9,114,123,Sejuk,21,Sejuk
8407,2011-12-21,1,0,12,0,3,1,1,0.5,0.4848,0.88,0.2537,3,102,105,Sejuk,22,Sejuk
8408,2011-12-21,1,0,12,0,3,1,1,0.5,0.4848,0.88,0.194,0,54,54,Sejuk,23,Sejuk
8409,2011-12-22,1,0,12,0,4,1,2,0.5,0.4848,0.82,0.1045,3,24,27,Sejuk,0,Sejuk
8410,2011-12-22,1,0,12,0,4,1,1,0.44,0.4394,0.94,0.0896,0,15,15,Sejuk,1,Sejuk
8411,2011-12-22,1,0,12,0,4,1,1,0.48,0.4697,0.82,0.1045,1,10,11,Sejuk,2,Sejuk
8412,2011-12-22,1,0,12,0,4,1,1,0.44,0.4394,0.67,0.1642,0,6,6,Sejuk,3,Sejuk
8413,2011-12-22,1,0,12,0,4,1,1,0.38,0.3939,0.82,0.1343,0,3,3,Sejuk,4,Sejuk
8414,2011-12-22,1,0,12,0,4,1,1,0.38,0.3939,0.82,0.0,1,15,16,Sejuk,5,Sejuk
8415,2011-12-22,1,0,12,0,4,1,1,0.36,0.3788,0.87,0.0,1,63,64,Sejuk,6,Sejuk
8416,2011-12-22,1,0,12,0,4,1,1,0.34,0.3636,0.93,0.0,4,182,186,Dingin,7,Dingin
8417,2011-12-22,1,0,12,0,4,1,2,0.36,0.3788,0.87,0.0,10,333,343,Sejuk,8,Sejuk
8418,2011-12-22,1,0,12,0,4,1,2,0.38,0.3939,0.87,0.0896,10,218,228,Sejuk,9,Sejuk
8419,2011-12-22,1,0,12,0,4,1,2,0.4,0.4091,0.82,0.0896,13,128,141,Sejuk,10,Sejuk
8420,2011-12-22,1,0,12,0,4,1,2,0.44,0.4394,0.77,0.0,10,135,145,Sejuk,11,Sejuk
8421,2011-12-22,1,0,12,0,4,1,2,0.48,0.4697,0.55,0.0,22,180,202,Sejuk,12,Sejuk
8422,2011-12-22,1,0,12,0,4,1,2,0.46,0.4545,0.63,0.0,21,167,188,Sejuk,13,Sejuk
8423,2011-12-22,1,0,12,0,4,1,2,0.46,0.4545,0.63,0.0,23,136,159,Sejuk,14,Sejuk
8424,2011-12-22,1,0,12,0,4,1,2,0.48,0.4697,0.59,0.0,28,186,214,Sejuk,15,Sejuk
8425,2011-12-22,1,0,12,0,4,1,2,0.46,0.4545,0.63,0.0,30,226,256,Sejuk,16,Sejuk
8426,2011-12-22,1,0,12,0,4,1,2,0.44,0.4394,0.67,0.1642,24,332,356,Sejuk,17,Sejuk
8427,2011-12-22,1,0,12,0,4,1,2,0.44,0.4394,0.62,0.0896,11,277,288,Sejuk,18,Sejuk
8428,2011-12-22,1,0,12,0,4,1,2,0.44,0.4394,0.62,0.0,12,130,142,Sejuk,19,Sejuk
8429,2011-12-22,1,0,12,0,4,1,3,0.42,0.4242,0.71,0.0,0,33,33,Sejuk,20,Sejuk
8430,2011-12-22,1,0,12,0,4,1,3,0.42,0.4242,0.71,0.0,2,15,17,Sejuk,21,Sejuk
8431,2011-12-22,1,0,12,0,4,1,3,0.36,0.3636,0.93,0.1045,0,17,17,Sejuk,22,Sejuk
8432,2011-12-22,1,0,12,0,4,1,3,0.4,0.4091,0.87,0.0,1,10,11,Sejuk,23,Sejuk
8433,2011-12-23,1,0,12,0,5,1,3,0.4,0.4091,0.87,0.194,2,7,9,Sejuk,0,Sejuk
8434,2011-12-23,1,0,12,0,5,1,3,0.4,0.4091,0.87,0.194,1,11,12,Sejuk,1,Sejuk
8435,2011-12-23,1,0,12,0,5,1,3,0.38,0.3939,0.94,0.1343,1,12,13,Sejuk,2,Sejuk
8436,2011-12-23,1,0,12,0,5,1,3,0.38,0.3939,0.94,0.1343,0,4,4,Sejuk,3,Sejuk
8437,2011-12-23,1,0,12,0,5,1,3,0.38,0.3939,0.94,0.2836,0,2,2,Sejuk,4,Sejuk
8438,2011-12-23,1,0,12,0,5,1,1,0.36,0.3485,0.93,0.194,0,8,8,Sejuk,5,Sejuk
8439,2011-12-23,1,0,12,0,5,1,1,0.38,0.3939,0.82,0.2537,0,40,40,Sejuk,6,Sejuk
8440,2011-12-23,1,0,12,0,5,1,1,0.38,0.3939,0.82,0.2239,4,88,92,Sejuk,7,Sejuk
8441,2011-12-23,1,0,12,0,5,1,1,0.4,0.4091,0.76,0.2537,9,173,182,Sejuk,8,Sejuk
8442,2011-12-23,1,0,12,0,5,1,1,0.4,0.4091,0.66,0.2985,4,152,156,Sejuk,9,Sejuk
8443,2011-12-23,1,0,12,0,5,1,1,0.4,0.4091,0.62,0.3582,8,96,104,Sejuk,10,Sejuk
8444,2011-12-23,1,0,12,0,5,1,1,0.4,0.4091,0.58,0.4478,26,148,174,Sejuk,11,Sejuk
8445,2011-12-23,1,0,12,0,5,1,1,0.4,0.4091,0.54,0.5224,14,156,170,Sejuk,12,Sejuk
8446,2011-12-23,1,0,12,0,5,1,1,0.4,0.4091,0.5,0.4627,17,177,194,Sejuk,13,Sejuk
8447,2011-12-23,1,0,12,0,5,1,1,0.4,0.4091,0.54,0.4179,23,177,200,Sejuk,14,Sejuk
8448,2011-12-23,1,0,12,0,5,1,1,0.38,0.3939,0.54,0.3582,12,191,203,Sejuk,15,Sejuk
8449,2011-12-23,1,0,12,0,5,1,1,0.38,0.3939,0.5,0.2985,15,166,181,Sejuk,16,Sejuk
8450,2011-12-23,1,0,12,0,5,1,1,0.36,0.3485,0.53,0.2239,11,129,140,Sejuk,17,Sejuk
8451,2011-12-23,1,0,12,0,5,1,1,0.36,0.3333,0.5,0.2537,4,91,95,Sejuk,18,Sejuk
8452,2011-12-23,1,0,12,0,5,1,1,0.34,0.3333,0.53,0.194,1,75,76,Dingin,19,Dingin
8453,2011-12-23,1,0,12,0,5,1,1,0.32,0.303,0.61,0.3284,3,47,50,Dingin,20,Dingin
8454,2011-12-23,1,0,12,0,5,1,1,0.32,0.303,0.61,0.2239,0,32,32,Dingin,21,Dingin
8455,2011-12-23,1,0,12,0,5,1,1,0.32,0.3182,0.66,0.194,4,43,47,Dingin,22,Dingin
8456,2011-12-23,1,0,12,0,5,1,1,0.32,0.3333,0.66,0.1343,4,21,25,Dingin,23,Dingin
8457,2011-12-24,1,0,12,0,6,0,2,0.32,0.3182,0.7,0.1642,3,20,23,Dingin,0,Dingin
8458,2011-12-24,1,0,12,0,6,0,2,0.32,0.3485,0.66,0.0,1,15,16,Dingin,1,Dingin
8459,2011-12-24,1,0,12,0,6,0,2,0.32,0.3333,0.66,0.0896,4,22,26,Dingin,2,Dingin
8460,2011-12-24,1,0,12,0,6,0,2,0.32,0.3333,0.7,0.0896,0,5,5,Dingin,3,Dingin
8461,2011-12-24,1,0,12,0,6,0,2,0.32,0.3182,0.66,0.1642,0,3,3,Dingin,4,Dingin
8462,2011-12-24,1,0,12,0,6,0,2,0.32,0.3182,0.66,0.1642,1,3,4,Dingin,5,Dingin
8463,2011-12-24,1,0,12,0,6,0,2,0.3,0.303,0.75,0.1642,0,10,10,Dingin,6,Dingin
8464,2011-12-24,1,0,12,0,6,0,1,0.3,0.2727,0.7,0.3582,0,10,10,Dingin,7,Dingin
8465,2011-12-24,1,0,12,0,6,0,1,0.28,0.2727,0.7,0.194,0,27,27,Dingin,8,Dingin
8466,2011-12-24,1,0,12,0,6,0,1,0.3,0.2727,0.45,0.4179,3,53,56,Dingin,9,Dingin
8467,2011-12-24,1,0,12,0,6,0,1,0.3,0.2576,0.42,0.4925,4,52,56,Dingin,10,Dingin
8468,2011-12-24,1,0,12,0,6,0,1,0.32,0.2879,0.39,0.3582,9,62,71,Dingin,11,Dingin
8469,2011-12-24,1,0,12,0,6,0,1,0.34,0.3182,0.39,0.2836,15,79,94,Dingin,12,Dingin
8470,2011-12-24,1,0,12,0,6,0,1,0.34,0.303,0.39,0.2985,24,97,121,Dingin,13,Dingin
8471,2011-12-24,1,0,12,0,6,0,1,0.34,0.303,0.39,0.2985,15,70,85,Dingin,14,Dingin
8472,2011-12-24,1,0,12,0,6,0,1,0.32,0.303,0.39,0.2239,15,82,97,Dingin,15,Dingin
8473,2011-12-24,1,0,12,0,6,0,1,0.32,0.3182,0.42,0.194,25,74,99,Dingin,16,Dingin
8474,2011-12-24,1,0,12,0,6,0,1,0.28,0.2879,0.45,0.1343,15,53,68,Dingin,17,Dingin
8475,2011-12-24,1,0,12,0,6,0,1,0.3,0.3182,0.42,0.0896,2,33,35,Dingin,18,Dingin
8476,2011-12-24,1,0,12,0,6,0,1,0.3,0.3182,0.52,0.0896,1,24,25,Dingin,19,Dingin
8477,2011-12-24,1,0,12,0,6,0,1,0.26,0.2727,0.56,0.1343,5,19,24,Dingin,20,Dingin
8478,2011-12-24,1,0,12,0,6,0,1,0.26,0.2576,0.56,0.1642,4,15,19,Dingin,21,Dingin
8479,2011-12-24,1,0,12,0,6,0,1,0.24,0.2879,0.52,0.0,8,12,20,Dingin,22,Dingin
8480,2011-12-24,1,0,12,0,6,0,1,0.24,0.2576,0.56,0.0,1,16,17,Dingin,23,Dingin
8481,2011-12-25,1,0,12,0,0,0,1,0.24,0.2273,0.6,0.194,2,4,6,Dingin,0,Dingin
8482,2011-12-25,1,0,12,0,0,0,1,0.22,0.2273,0.69,0.1343,2,2,4,Dingin,1,Dingin
8483,2011-12-25,1,0,12,0,0,0,1,0.22,0.2576,0.75,0.0896,0,2,2,Dingin,2,Dingin
8484,2011-12-25,1,0,12,0,0,0,1,0.22,0.2727,0.72,0.0,1,3,4,Dingin,3,Dingin
8485,2011-12-25,1,0,12,0,0,0,1,0.2,0.2273,0.75,0.1045,0,1,1,Dingin,5,Dingin
8486,2011-12-25,1,0,12,0,0,0,1,0.2,0.2273,0.75,0.1045,0,1,1,Dingin,6,Dingin
8487,2011-12-25,1,0,12,0,0,0,1,0.22,0.2424,0.8,0.1045,0,4,4,Dingin,7,Dingin
8488,2011-12-25,1,0,12,0,0,0,1,0.2,0.2121,0.8,0.1642,1,4,5,Dingin,8,Dingin
8489,2011-12-25,1,0,12,0,0,0,1,0.24,0.2424,0.87,0.1642,3,20,23,Dingin,9,Dingin
8490,2011-12-25,1,0,12,0,0,0,1,0.26,0.2424,0.81,0.2537,31,12,43,Dingin,10,Dingin
8491,2011-12-25,1,0,12,0,0,0,1,0.3,0.303,0.7,0.1642,43,42,85,Dingin,11,Dingin
8492,2011-12-25,1,0,12,0,0,0,1,0.3,0.2727,0.75,0.2985,25,41,66,Dingin,12,Dingin
8493,2011-12-25,1,0,12,0,0,0,1,0.32,0.303,0.7,0.2537,40,39,79,Dingin,13,Dingin
8494,2011-12-25,1,0,12,0,0,0,1,0.34,0.3182,0.61,0.2537,41,45,86,Dingin,14,Dingin
8495,2011-12-25,1,0,12,0,0,0,1,0.34,0.3333,0.61,0.194,43,48,91,Dingin,15,Dingin
8496,2011-12-25,1,0,12,0,0,0,1,0.36,0.3636,0.57,0.1045,35,51,86,Sejuk,16,Sejuk
8497,2011-12-25,1,0,12,0,0,0,1,0.34,0.3333,0.61,0.1343,11,33,44,Dingin,17,Dingin
8498,2011-12-25,1,0,12,0,0,0,1,0.32,0.3182,0.7,0.194,7,23,30,Dingin,18,Dingin
8499,2011-12-25,1,0,12,0,0,0,1,0.32,0.3333,0.57,0.1343,2,14,16,Dingin,19,Dingin
8500,2011-12-25,1,0,12,0,0,0,1,0.32,0.3333,0.49,0.0896,8,18,26,Dingin,20,Dingin
8501,2011-12-25,1,0,12,0,0,0,1,0.3,0.303,0.56,0.1343,4,15,19,Dingin,21,Dingin
8502,2011-12-25,1,0,12,0,0,0,1,0.28,0.2727,0.61,0.1642,2,15,17,Dingin,22,Dingin
8503,2011-12-25,1,0,12,0,0,0,1,0.26,0.2727,0.65,0.1343,2,14,16,Dingin,23,Dingin
8504,2011-12-26,1,0,12,1,1,0,1,0.22,0.2273,0.75,0.1642,5,6,11,Dingin,0,Dingin
8505,2011-12-26,1,0,12,1,1,0,1,0.28,0.2727,0.56,0.194,3,7,10,Dingin,1,Dingin
8506,2011-12-26,1,0,12,1,1,0,1,0.34,0.3182,0.46,0.2239,2,5,7,Dingin,2,Dingin
8507,2011-12-26,1,0,12,1,1,0,1,0.34,0.303,0.46,0.2985,0,2,2,Dingin,4,Dingin
8508,2011-12-26,1,0,12,1,1,0,1,0.34,0.303,0.42,0.3881,0,4,4,Dingin,5,Dingin
8509,2011-12-26,1,0,12,1,1,0,1,0.32,0.303,0.45,0.2836,0,4,4,Dingin,6,Dingin
8510,2011-12-26,1,0,12,1,1,0,1,0.32,0.3182,0.45,0.194,2,17,19,Dingin,7,Dingin
8511,2011-12-26,1,0,12,1,1,0,1,0.32,0.3333,0.45,0.1343,5,13,18,Dingin,8,Dingin
8512,2011-12-26,1,0,12,1,1,0,1,0.34,0.303,0.46,0.2985,24,38,62,Dingin,9,Dingin
8513,2011-12-26,1,0,12,1,1,0,1,0.34,0.2879,0.42,0.5224,31,39,70,Dingin,10,Dingin
